Algorithm,Log Source,Log,Window Size,SW Step Size,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),Seconds per Case,Complete-Window Size,Detection-Window Size,Stable Period,P-Value,Min Adaptive Window,Max Adaptive Window,ADWIN Step Size,MRID,Epsilon
Bose J,with_noise_20,log_24_1687181949,400.0,2.0,[1148],"[994, 1238]",0.6666666666666666,90.0,00:00:34,34.08151705283672,0.0141652190577043,,,,,,,,,
Bose WC,with_noise_20,log_24_1687181949,400.0,2.0,[1244],"[994, 1238]",0.6666666666666666,6.0,00:00:43,43.25316395610571,0.0179772086268103,,,,,,,,,
Bose J,with_noise_20,log_24_1687181949,500.0,2.0,[1148],"[994, 1238]",0.6666666666666666,90.0,00:00:33,33.94319532997906,0.0141077287323271,,,,,,,,,
Bose WC,with_noise_20,log_24_1687181949,500.0,2.0,[1240],"[994, 1238]",0.6666666666666666,2.0,00:00:30,30.74063755851239,0.012776657339365,,,,,,,,,
Bose J,without_noise,log_24_1687181949,600.0,2.0,[],"[994, 1238]",,,00:00:20,20.86781168077141,0.0086732384375608,,,,,,,,,
Bose WC,without_noise,log_24_1687181949,600.0,2.0,[],"[994, 1238]",,,00:00:21,21.791542285121977,0.0090571663695436,,,,,,,,,
Bose J,with_noise_10,log_25_1687181949,100.0,2.0,[],"[783, 1163]",,,00:02:07,127.54961874708532,0.0709791979672149,,,,,,,,,
Bose WC,with_noise_10,log_25_1687181949,100.0,2.0,[],"[783, 1163]",,,00:02:17,137.39663156028837,0.0764588934670497,,,,,,,,,
Bose J,with_noise_20,log_25_1687181949,200.0,2.0,[960],"[783, 1163]",0.6666666666666666,177.0,00:02:18,138.48783616907895,0.0770661303111179,,,,,,,,,
Bose WC,with_noise_20,log_25_1687181949,200.0,2.0,[960],"[783, 1163]",0.6666666666666666,177.0,00:02:30,150.58364226296544,0.0837972411034866,,,,,,,,,
Bose J,with_noise_20,log_25_1687181949,300.0,2.0,[874],"[783, 1163]",0.6666666666666666,91.0,00:02:36,156.60295128822327,0.0871468844119216,,,,,,,,,
Bose WC,with_noise_20,log_25_1687181949,300.0,2.0,[874],"[783, 1163]",0.6666666666666666,91.0,00:03:00,180.77088892273605,0.1005959315095915,,,,,,,,,
Bose J,without_noise,log_25_1687181949,500.0,2.0,[874],"[783, 1163]",0.6666666666666666,91.0,00:02:04,124.0773970745504,0.0690469655395383,,,,,,,,,
Bose WC,without_noise,log_25_1687181949,500.0,2.0,[1076],"[783, 1163]",0.6666666666666666,87.0,00:02:01,121.6986179612577,0.0677232153373721,,,,,,,,,
Bose J,with_noise_20,log_25_1687181949,600.0,2.0,[870],"[783, 1163]",0.6666666666666666,87.0,00:02:02,122.32952770218252,0.0680743058999346,,,,,,,,,
Bose WC,with_noise_20,log_25_1687181949,600.0,2.0,[974],"[783, 1163]",0.6666666666666666,189.0,00:02:15,135.64928465150297,0.075486524569562,,,,,,,,,
Bose J,with_noise_20,log_26_1687181951,100.0,2.0,[358],"[1394, 1683]",,,00:00:49,49.88793856650591,0.0183952575835198,,,,,,,,,
Bose WC,with_noise_20,log_26_1687181951,100.0,2.0,[],"[1394, 1683]",,,00:00:50,50.47277917806059,0.018610906776571,,,,,,,,,
Bose J,with_noise_20,log_26_1687181951,200.0,2.0,"[338, 1616]","[1394, 1683]",0.5,67.0,00:00:57,57.4384516403079,0.0211793700738598,,,,,,,,,
Bose WC,with_noise_20,log_26_1687181951,200.0,2.0,"[522, 1480]","[1394, 1683]",0.5,86.0,00:01:02,62.60989245958626,0.0230862435322958,,,,,,,,,
Bose J,with_noise_10,log_26_1687181951,300.0,2.0,[1540],"[1394, 1683]",0.6666666666666666,143.0,00:01:05,65.09557689074427,0.02400279383877,,,,,,,,,
Bose WC,with_noise_10,log_26_1687181951,300.0,2.0,[1408],"[1394, 1683]",0.6666666666666666,14.0,00:01:14,74.62800047546625,0.0275176992903636,,,,,,,,,
Bose J,with_noise_10,log_26_1687181951,400.0,2.0,[1540],"[1394, 1683]",0.6666666666666666,143.0,00:01:08,68.32087729126215,0.025192063897958,,,,,,,,,
Bose WC,with_noise_10,log_26_1687181951,400.0,2.0,[1572],"[1394, 1683]",0.6666666666666666,111.0,00:01:26,86.79597841575742,0.0320044168199695,,,,,,,,,
Bose J,with_noise_20,log_27_1687181952,100.0,2.0,"[712, 3486]","[605, 944, 1861, 2203, 3080, 3444]",0.5,74.5,00:00:57,57.509996383450925,0.013778149588752,,,,,,,,,
Bose WC,with_noise_20,log_27_1687181952,100.0,2.0,[],"[605, 944, 1861, 2203, 3080, 3444]",,,00:00:49,49.8906603641808,0.0119527216972162,,,,,,,,,
Bose J,with_noise_20,log_27_1687181952,200.0,2.0,"[766, 1740, 1958, 3328]","[605, 944, 1861, 2203, 3080, 3444]",0.6,124.66666666666669,00:00:59,59.85113839711994,0.0143390365110493,,,,,,,,,
Bose WC,with_noise_20,log_27_1687181952,200.0,2.0,"[864, 1958]","[605, 944, 1861, 2203, 3080, 3444]",0.5,88.5,00:01:01,61.43158759083599,0.0147176779086813,,,,,,,,,
Bose J,without_noise,log_27_1687181952,300.0,2.0,"[736, 1994, 3292, 3694]","[605, 944, 1861, 2203, 3080, 3444]",0.6,138.66666666666666,00:01:05,65.06257450394332,0.0155875837335753,,,,,,,,,
Bose WC,without_noise,log_27_1687181952,300.0,2.0,"[622, 2060, 3234, 3694]","[605, 944, 1861, 2203, 3080, 3444]",0.6,104.66666666666669,00:01:03,63.95176122058183,0.015321456928745,,,,,,,,,
Bose J,without_noise,log_27_1687181952,500.0,2.0,"[1998, 3220]","[605, 944, 1861, 2203, 3080, 3444]",0.5,138.5,00:01:15,75.10740847047418,0.017994108402126,,,,,,,,,
Bose WC,without_noise,log_27_1687181952,500.0,2.0,"[2264, 3206]","[605, 944, 1861, 2203, 3080, 3444]",0.5,93.5,00:01:03,63.6350989183411,0.0152455914993629,,,,,,,,,
Bose J,with_noise_20,log_27_1687181952,600.0,2.0,"[2246, 3218]","[605, 944, 1861, 2203, 3080, 3444]",0.5,90.5,00:01:10,70.25684065930545,0.0168320174075959,,,,,,,,,
Bose WC,with_noise_20,log_27_1687181952,600.0,2.0,"[2262, 3096]","[605, 944, 1861, 2203, 3080, 3444]",0.5,37.5,00:01:33,93.98278580792248,0.0225162400114811,,,,,,,,,
Bose J,with_noise_10,log_28_1687181955,100.0,2.0,[982],[983],1.0,1.0,00:00:24,24.70845799241215,0.0108275451325206,,,,,,,,,
Bose WC,with_noise_10,log_28_1687181955,100.0,2.0,[968],[983],1.0,15.0,00:00:26,26.09421211946756,0.0114347993512127,,,,,,,,,
Bose J,with_noise_20,log_28_1687181955,200.0,2.0,[984],[983],1.0,1.0,00:00:20,20.365608216263357,0.0089244558353476,,,,,,,,,
Bose WC,with_noise_20,log_28_1687181955,200.0,2.0,[930],[983],1.0,53.0,00:00:30,30.840892208740115,0.0135148519757844,,,,,,,,,
Bose J,with_noise_10,log_28_1687181955,300.0,2.0,[982],[983],1.0,1.0,00:00:29,29.07699946593493,0.0127418928422151,,,,,,,,,
Bose WC,with_noise_10,log_28_1687181955,300.0,2.0,[1024],[983],1.0,41.0,00:00:42,42.16490701120347,0.0184771722222626,,,,,,,,,
Bose J,without_noise,log_28_1687181955,400.0,2.0,[982],[983],1.0,1.0,00:00:24,24.119441516697407,0.010569430988912,,,,,,,,,
Bose WC,without_noise,log_28_1687181955,400.0,2.0,[982],[983],1.0,1.0,00:00:17,17.501696342602372,0.0076694550142867,,,,,,,,,
Bose J,with_noise_20,log_28_1687181955,500.0,2.0,[990],[983],1.0,7.0,00:00:32,32.001898678950965,0.0140236190530021,,,,,,,,,
Bose WC,with_noise_20,log_28_1687181955,500.0,2.0,[882],[983],1.0,101.0,00:00:35,35.931544239632785,0.0157456372653956,,,,,,,,,
Bose J,with_noise_10,log_29_1687181956,100.0,2.0,[680],"[516, 766]",0.6666666666666666,86.0,00:01:11,71.06154410261661,0.0469983757292437,,,,,,,,,
Bose WC,with_noise_10,log_29_1687181956,100.0,2.0,[],"[516, 766]",,,00:01:05,65.29527889471501,0.0431847082637004,,,,,,,,,
Bose J,without_noise,log_29_1687181956,200.0,2.0,[656],"[516, 766]",0.6666666666666666,110.0,00:01:03,63.91633553802967,0.042272708689173,,,,,,,,,
Bose WC,without_noise,log_29_1687181956,200.0,2.0,[],"[516, 766]",,,00:01:00,60.407380112446845,0.0399519709738405,,,,,,,,,
Bose J,with_noise_10,log_29_1687181956,300.0,2.0,[614],"[516, 766]",0.6666666666666666,98.0,00:01:21,81.59714403841645,0.0539663651047727,,,,,,,,,
Bose WC,with_noise_10,log_29_1687181956,300.0,2.0,[],"[516, 766]",,,00:01:41,101.58679212629796,0.0671870318295621,,,,,,,,,
Bose J,without_noise,log_29_1687181956,400.0,2.0,[],"[516, 766]",,,00:01:00,60.02449621539563,0.0396987408831981,,,,,,,,,
Bose WC,without_noise,log_29_1687181956,400.0,2.0,[],"[516, 766]",,,00:00:56,56.75067956838757,0.0375335182330605,,,,,,,,,
Bose J,with_noise_20,log_29_1687181956,600.0,2.0,[],"[516, 766]",,,00:00:46,46.21226220950484,0.0305636654824767,,,,,,,,,
Bose WC,with_noise_20,log_29_1687181956,600.0,2.0,[],"[516, 766]",,,00:00:53,53.899496890604496,0.0356478154038389,,,,,,,,,
Bose J,with_noise_10,log_2_1687181920,100.0,2.0,[1002],[1011],1.0,9.0,00:00:17,17.00105766300112,0.0108632956313106,,,,,,,,,
Bose WC,with_noise_10,log_2_1687181920,100.0,2.0,[998],[1011],1.0,13.0,00:00:16,16.961582649499178,0.0108380719805106,,,,,,,,,
Bose J,without_noise,log_2_1687181920,200.0,2.0,[1006],[1011],1.0,5.0,00:00:14,14.165624865330756,0.0090515174858343,,,,,,,,,
Bose WC,without_noise,log_2_1687181920,200.0,2.0,[992],[1011],1.0,19.0,00:00:13,13.716984474100173,0.0087648463093291,,,,,,,,,
Bose J,with_noise_20,log_2_1687181920,300.0,2.0,[1012],[1011],1.0,1.0,00:00:16,16.417651088908315,0.0104905118778966,,,,,,,,,
Bose WC,with_noise_20,log_2_1687181920,300.0,2.0,[1046],[1011],1.0,35.0,00:00:11,11.63406208716333,0.0074339054870053,,,,,,,,,
Bose J,without_noise,log_2_1687181920,400.0,2.0,[],[1011],,,00:00:14,14.855988083407285,0.0094926441427522,,,,,,,,,
Bose WC,without_noise,log_2_1687181920,400.0,2.0,[],[1011],,,00:00:12,12.279535174369812,0.0078463483542299,,,,,,,,,
Bose J,without_noise,log_2_1687181920,500.0,2.0,[],[1011],,,00:00:13,13.435311044566332,0.0085848632872628,,,,,,,,,
Bose WC,without_noise,log_2_1687181920,500.0,2.0,[],[1011],,,00:00:09,9.53802921064198,0.0060945873550427,,,,,,,,,
Bose J,without_noise,log_2_1687181920,600.0,2.0,[],[1011],,,00:00:11,11.476603058166802,0.0073332926889244,,,,,,,,,
Bose WC,without_noise,log_2_1687181920,600.0,2.0,[],[1011],,,00:00:07,7.763716810382903,0.0049608414123852,,,,,,,,,
Bose J,without_noise,log_30_1687181956,100.0,2.0,[1592],"[949, 1861, 2912]",,,00:01:43,103.78888022340834,0.0258052909555963,,,,,,,,,
Bose WC,without_noise,log_30_1687181956,100.0,2.0,[],"[949, 1861, 2912]",,,00:01:36,96.5377850793302,0.0240024328889433,,,,,,,,,
Bose J,with_noise_20,log_30_1687181956,300.0,2.0,"[874, 1740, 1924, 2994]","[949, 1861, 2912]",0.8571428571428571,73.33333333333333,00:02:28,148.90701794438064,0.037023127286022,,,,,,,,,
Bose WC,with_noise_20,log_30_1687181956,300.0,2.0,"[1042, 1450, 1922, 3020, 3424]","[949, 1861, 2912]",0.7499999999999999,87.33333333333333,00:03:08,188.0289248228073,0.0467501056247656,,,,,,,,,
Bose J,with_noise_20,log_30_1687181956,400.0,2.0,"[862, 1704, 2010, 3024, 3440]","[949, 1861, 2912]",0.7499999999999999,116.0,00:03:04,184.4269778439775,0.045854544466429,,,,,,,,,
Bose WC,with_noise_20,log_30_1687181956,400.0,2.0,"[1046, 1688, 1922, 3024, 3440]","[949, 1861, 2912]",0.7499999999999999,90.0,00:03:31,211.26310119684783,0.0525268774731098,,,,,,,,,
Bose J,with_noise_10,log_30_1687181956,500.0,2.0,"[896, 1042, 1892, 2042, 3022]","[949, 1861, 2912]",0.7499999999999999,64.66666666666667,00:02:45,165.27381141483784,0.0410924444094574,,,,,,,,,
Bose WC,with_noise_10,log_30_1687181956,500.0,2.0,"[656, 1886]","[949, 1861, 2912]",0.4,25.0,00:03:20,200.8570043407381,0.0499395833766131,,,,,,,,,
Bose J,with_noise_10,log_31_1687181960,100.0,2.0,[1084],"[1043, 1868, 2070, 3338, 3677]",0.3333333333333333,41.0,00:04:15,255.7226287219673,0.059373723873222,,,,,,,,,
Bose WC,with_noise_10,log_31_1687181960,100.0,2.0,[1076],"[1043, 1868, 2070, 3338, 3677]",0.3333333333333333,33.0,00:04:19,259.90265976823866,0.0603442441997303,,,,,,,,,
Bose J,without_noise,log_31_1687181960,200.0,2.0,"[1076, 1862, 3566]","[1043, 1868, 2070, 3338, 3677]",0.7499999999999999,50.0,00:05:34,334.03566935751587,0.0775564591032077,,,,,,,,,
Bose WC,without_noise,log_31_1687181960,200.0,2.0,"[1076, 1872, 3566]","[1043, 1868, 2070, 3338, 3677]",0.7499999999999999,49.333333333333336,00:04:57,297.64525680523366,0.069107326864461,,,,,,,,,
Bose J,with_noise_20,log_31_1687181960,300.0,2.0,"[1098, 1864, 2136, 3316, 3574]","[1043, 1868, 2070, 3338, 3677]",1.0,50.0,00:05:45,345.4908651281148,0.0802161284253807,,,,,,,,,
Bose WC,with_noise_20,log_31_1687181960,300.0,2.0,"[1100, 1868, 3316]","[1043, 1868, 2070, 3338, 3677]",0.7499999999999999,26.33333333333333,00:06:12,372.2609454039484,0.0864316102632803,,,,,,,,,
Bose J,without_noise,log_31_1687181960,400.0,2.0,"[1042, 1850, 2614, 3344, 3744]","[1043, 1868, 2070, 3338, 3677]",0.8000000000000002,23.0,00:06:46,406.53091488964856,0.0943884176665076,,,,,,,,,
Bose WC,without_noise,log_31_1687181960,400.0,2.0,"[1076, 1872, 3344]","[1043, 1868, 2070, 3338, 3677]",0.7499999999999999,14.333333333333334,00:06:38,398.06981056556106,0.0924239170108105,,,,,,,,,
Bose J,with_noise_20,log_31_1687181960,600.0,2.0,"[1076, 2028]","[1043, 1868, 2070, 3338, 3677]",0.5714285714285715,37.5,00:08:02,482.5900427801535,0.1120478390480969,,,,,,,,,
Bose WC,with_noise_20,log_31_1687181960,600.0,2.0,"[1076, 1992]","[1043, 1868, 2070, 3338, 3677]",0.5714285714285715,55.5,00:08:18,498.6834836807102,0.1157844169214558,,,,,,,,,
Bose J,without_noise,log_32_1687181966,100.0,2.0,[],"[1402, 1725]",,,00:01:13,73.37960648722947,0.0242657428859885,,,,,,,,,
Bose WC,without_noise,log_32_1687181966,100.0,2.0,[],"[1402, 1725]",,,00:01:07,67.86210729181767,0.022441173046236,,,,,,,,,
Bose J,without_noise,log_32_1687181966,300.0,2.0,[1456],"[1402, 1725]",0.6666666666666666,54.0,00:01:30,90.01906033605337,0.0297682077830864,,,,,,,,,
Bose WC,without_noise,log_32_1687181966,300.0,2.0,[1456],"[1402, 1725]",0.6666666666666666,54.0,00:01:23,83.56408553756773,0.0276336261698306,,,,,,,,,
Bose J,with_noise_20,log_32_1687181966,400.0,2.0,"[844, 1630, 2512]","[1402, 1725]",0.4,95.0,00:02:02,122.50535081233828,0.0405110287077838,,,,,,,,,
Bose WC,with_noise_20,log_32_1687181966,400.0,2.0,[1496],"[1402, 1725]",0.6666666666666666,94.0,00:02:18,138.603968991898,0.0458346458306541,,,,,,,,,
Bose J,without_noise,log_32_1687181966,600.0,2.0,"[906, 1506]","[1402, 1725]",0.5,104.0,00:01:37,97.86555510014296,0.0323629481151266,,,,,,,,,
Bose WC,without_noise,log_32_1687181966,600.0,2.0,[1512],"[1402, 1725]",0.6666666666666666,110.0,00:01:31,91.41354841273278,0.0302293480200835,,,,,,,,,
Bose J,with_noise_10,log_33_1687181967,300.0,2.0,[],[987],,,00:00:16,16.701645901426673,0.0109232478099585,,,,,,,,,
Bose WC,with_noise_10,log_33_1687181967,300.0,2.0,[996],[987],1.0,9.0,00:00:20,20.91273907199502,0.0136773963845618,,,,,,,,,
Bose J,without_noise,log_33_1687181967,400.0,2.0,[],[987],,,00:00:10,10.704641815274954,0.0070010737836984,,,,,,,,,
Bose WC,without_noise,log_33_1687181967,400.0,2.0,[],[987],,,00:00:11,11.77194033935666,0.0076991107517048,,,,,,,,,
Bose J,without_noise,log_33_1687181967,500.0,2.0,[],[987],,,00:00:11,11.587159811519086,0.0075782601775795,,,,,,,,,
Bose WC,without_noise,log_33_1687181967,500.0,2.0,[],[987],,,00:00:11,11.60182186588645,0.0075878494871723,,,,,,,,,
Bose J,without_noise,log_33_1687181967,600.0,2.0,[],[987],,,00:00:08,8.868823673576117,0.0058004078963872,,,,,,,,,
Bose WC,without_noise,log_33_1687181967,600.0,2.0,[],[987],,,00:00:08,8.486140200868249,0.0055501243955972,,,,,,,,,
Bose J,without_noise,log_34_1687181968,200.0,2.0,[1166],"[1087, 1302]",0.6666666666666666,79.0,00:02:38,158.23125468287617,0.0594854340913068,,,,,,,,,
Bose WC,without_noise,log_34_1687181968,200.0,2.0,[1160],"[1087, 1302]",0.6666666666666666,73.0,00:02:39,159.16241969913244,0.0598354961274934,,,,,,,,,
Bose J,with_noise_10,log_34_1687181968,500.0,2.0,[1248],"[1087, 1302]",0.6666666666666666,54.0,00:03:51,231.33033244963732,0.0869662903946005,,,,,,,,,
Bose WC,with_noise_10,log_34_1687181968,500.0,2.0,[1194],"[1087, 1302]",0.6666666666666666,107.0,00:04:35,275.95575951971114,0.1037427667367335,,,,,,,,,
Bose J,with_noise_20,log_34_1687181968,600.0,2.0,[1248],"[1087, 1302]",0.6666666666666666,54.0,00:03:46,226.82652947772291,0.0852731313826026,,,,,,,,,
Bose WC,with_noise_20,log_34_1687181968,600.0,2.0,[1196],"[1087, 1302]",0.6666666666666666,106.0,00:04:58,298.881891627796,0.1123616133939082,,,,,,,,,
Bose J,with_noise_10,log_35_1687181968,100.0,2.0,"[978, 1722, 1834, 4386, 4472]","[842, 1057, 2418, 2651, 3788, 4180]",0.1818181818181818,79.0,00:01:39,99.39613406267016,0.0177018938669047,,,,,,,,,
Bose WC,with_noise_10,log_35_1687181968,100.0,2.0,[],"[842, 1057, 2418, 2651, 3788, 4180]",,,00:01:40,100.8946803798899,0.0179687765591967,,,,,,,,,
Bose J,with_noise_10,log_35_1687181968,200.0,2.0,"[846, 1838, 2514, 4048]","[842, 1057, 2418, 2651, 3788, 4180]",0.6,77.33333333333333,00:02:01,121.17808962985872,0.0215811379572321,,,,,,,,,
Bose WC,with_noise_10,log_35_1687181968,200.0,2.0,[],"[842, 1057, 2418, 2651, 3788, 4180]",,,00:02:10,130.91609855089337,0.0233154227160985,,,,,,,,,
Bose J,without_noise,log_35_1687181968,400.0,2.0,"[1252, 2514, 4042]","[842, 1057, 2418, 2651, 3788, 4180]",0.6666666666666666,143.0,00:01:30,90.42539150454104,0.016104254942928,,,,,,,,,
Bose WC,without_noise,log_35_1687181968,400.0,2.0,[],"[842, 1057, 2418, 2651, 3788, 4180]",,,00:01:38,98.91057430487126,0.017615418398018,,,,,,,,,
Bose J,with_noise_10,log_35_1687181968,500.0,2.0,"[628, 1838, 2586, 4038]","[842, 1057, 2418, 2651, 3788, 4180]",0.4,103.5,00:02:29,149.04327069222927,0.026543770381519,,,,,,,,,
Bose WC,with_noise_10,log_35_1687181968,500.0,2.0,[],"[842, 1057, 2418, 2651, 3788, 4180]",,,00:03:12,192.9149958062917,0.0343570785051276,,,,,,,,,
Bose J,without_noise,log_35_1687181968,600.0,2.0,"[2550, 2582, 4040, 4048]","[842, 1057, 2418, 2651, 3788, 4180]",0.6,111.0,00:01:45,105.189798662439,0.0187337130298199,,,,,,,,,
Bose WC,without_noise,log_35_1687181968,600.0,2.0,[],"[842, 1057, 2418, 2651, 3788, 4180]",,,00:01:49,109.49843585211784,0.0195010571419622,,,,,,,,,
Bose J,with_noise_20,log_36_1687181970,100.0,2.0,"[754, 1588, 2588, 3048]","[754, 1601, 2593]",0.8571428571428571,6.0,00:04:04,244.11357982177287,0.0662811783387925,,,,,,,,,
Bose WC,with_noise_20,log_36_1687181970,100.0,2.0,"[750, 1588, 2592, 3048]","[754, 1601, 2593]",0.8571428571428571,6.0,00:03:43,223.88442792743444,0.0607886038358497,,,,,,,,,
Bose J,with_noise_20,log_36_1687181970,200.0,2.0,"[698, 1196, 1604, 2324, 2636, 3042]","[754, 1601, 2593]",0.6666666666666666,34.0,00:03:57,237.1921757794917,0.0644018940481921,,,,,,,,,
Bose WC,with_noise_20,log_36_1687181970,200.0,2.0,"[800, 1602, 1934, 2324, 2524, 3038]","[754, 1601, 2593]",0.6666666666666666,38.66666666666666,00:04:14,254.8852617992088,0.0692058815637276,,,,,,,,,
Bose J,with_noise_10,log_36_1687181970,300.0,2.0,"[842, 1536, 2248, 2594, 3046]","[754, 1601, 2593]",0.7499999999999999,51.333333333333336,00:05:01,301.5992876859382,0.0818895703735916,,,,,,,,,
Bose WC,with_noise_10,log_36_1687181970,300.0,2.0,"[844, 1536, 2248, 2594, 3064]","[754, 1601, 2593]",0.7499999999999999,52.0,00:05:34,334.9794833548367,0.0909528871449461,,,,,,,,,
Bose J,with_noise_10,log_36_1687181970,400.0,2.0,"[842, 1660, 2378, 2606, 3108]","[754, 1601, 2593]",0.7499999999999999,53.333333333333336,00:05:07,307.8305440340191,0.0835814672913437,,,,,,,,,
Bose WC,with_noise_10,log_36_1687181970,400.0,2.0,"[842, 1634, 2378]","[754, 1601, 2593]",0.6666666666666666,60.5,00:06:09,369.7724294476211,0.1003997907813253,,,,,,,,,
Bose J,with_noise_10,log_36_1687181970,600.0,2.0,"[748, 1656, 2576]","[754, 1601, 2593]",1.0,26.0,00:06:04,364.0643606623634,0.0988499485914644,,,,,,,,,
Bose WC,with_noise_10,log_36_1687181970,600.0,2.0,"[1656, 2576]","[754, 1601, 2593]",0.8,36.0,00:06:24,384.0435470975936,0.1042746530267699,,,,,,,,,
Bose J,without_noise,log_37_1687181973,100.0,2.0,[1490],[1428],1.0,62.0,00:01:08,68.87686278950423,0.0333060264939575,,,,,,,,,
Bose WC,without_noise,log_37_1687181973,100.0,2.0,[1464],[1428],1.0,36.0,00:01:11,71.36767432652414,0.0345104808155339,,,,,,,,,
Bose J,with_noise_20,log_37_1687181973,200.0,2.0,"[298, 1514, 1740]",[1428],0.5,86.0,00:01:15,75.9887068644166,0.0367450226617101,,,,,,,,,
Bose WC,with_noise_20,log_37_1687181973,200.0,2.0,"[1442, 1676]",[1428],0.6666666666666666,14.0,00:01:22,82.67549021542072,0.0399784768933369,,,,,,,,,
Bose J,with_noise_20,log_37_1687181973,400.0,2.0,[1370],[1428],1.0,58.0,00:01:27,87.7146172169596,0.0424151920778334,,,,,,,,,
Bose WC,with_noise_20,log_37_1687181973,400.0,2.0,[1370],[1428],1.0,58.0,00:01:59,119.2020862447098,0.0576412409307107,,,,,,,,,
Bose J,with_noise_10,log_37_1687181973,600.0,2.0,[],[1428],,,00:01:07,67.7964209895581,0.0327835691438868,,,,,,,,,
Bose WC,with_noise_10,log_37_1687181973,600.0,2.0,[],[1428],,,00:01:29,89.91283366829157,0.0434781594140674,,,,,,,,,
Bose J,with_noise_10,log_38_1687181974,400.0,2.0,"[816, 1200]","[1060, 1266]",0.5,66.0,00:03:01,181.78254050854596,0.0772556483249239,,,,,,,,,
Bose WC,with_noise_10,log_38_1687181974,400.0,2.0,[1150],"[1060, 1266]",0.6666666666666666,90.0,00:03:57,237.6942598661408,0.1010175350047347,,,,,,,,,
Bose J,with_noise_20,log_38_1687181974,600.0,2.0,"[886, 1194]","[1060, 1266]",1.0,123.0,00:02:52,172.47100057825446,0.0732983427871884,,,,,,,,,
Bose WC,with_noise_20,log_38_1687181974,600.0,2.0,"[886, 1214]","[1060, 1266]",1.0,113.0,00:03:24,204.20700849499556,0.0867858089651489,,,,,,,,,
Bose J,with_noise_10,log_39_1687181976,100.0,2.0,[2210],"[706, 972, 2184, 3059, 3368]",0.3333333333333333,26.0,00:05:27,327.7799003152177,0.0781358522801472,,,,,,,,,
Bose WC,with_noise_10,log_39_1687181976,100.0,2.0,[],"[706, 972, 2184, 3059, 3368]",,,00:05:18,318.629969089292,0.0759547006172328,,,,,,,,,
Bose J,with_noise_20,log_39_1687181976,200.0,2.0,[3092],"[706, 972, 2184, 3059, 3368]",0.3333333333333333,33.0,00:06:32,392.3115130309016,0.0935188350490826,,,,,,,,,
Bose WC,with_noise_20,log_39_1687181976,200.0,2.0,[],"[706, 972, 2184, 3059, 3368]",,,00:06:35,395.65924726240337,0.0943168646632666,,,,,,,,,
Bose J,with_noise_10,log_39_1687181976,300.0,2.0,"[2018, 3340]","[706, 972, 2184, 3059, 3368]",0.5714285714285715,97.0,00:07:49,469.0620813472197,0.1118145605118521,,,,,,,,,
Bose WC,with_noise_10,log_39_1687181976,300.0,2.0,[2018],"[706, 972, 2184, 3059, 3368]",0.3333333333333333,166.0,00:08:36,516.2899906495586,0.1230727033729579,,,,,,,,,
Bose J,with_noise_10,log_39_1687181976,400.0,2.0,"[1990, 3338]","[706, 972, 2184, 3059, 3368]",0.5714285714285715,112.0,00:07:49,469.9075827887282,0.1120161103191247,,,,,,,,,
Bose WC,with_noise_10,log_39_1687181976,400.0,2.0,[1990],"[706, 972, 2184, 3059, 3368]",0.3333333333333333,194.0,00:09:16,556.9936341680586,0.1327755981330294,,,,,,,,,
Bose J,without_noise,log_39_1687181976,500.0,2.0,"[2092, 2616, 3168, 3434]","[706, 972, 2184, 3059, 3368]",0.6666666666666665,89.0,00:07:53,473.4674214301631,0.1128647011752474,,,,,,,,,
Bose WC,without_noise,log_39_1687181976,500.0,2.0,"[1908, 3436]","[706, 972, 2184, 3059, 3368]",0.2857142857142857,68.0,00:08:40,520.6623852588236,0.1241149905265372,,,,,,,,,
Bose J,without_noise,log_39_1687181976,600.0,2.0,"[1834, 2170, 2614, 3340]","[706, 972, 2184, 3059, 3368]",0.4444444444444445,21.0,00:09:01,541.9101063357666,0.1291800015103138,,,,,,,,,
Bose WC,without_noise,log_39_1687181976,600.0,2.0,"[1834, 2600, 3340]","[706, 972, 2184, 3059, 3368]",0.25,28.0,00:08:56,536.8837030213326,0.1279818124007944,,,,,,,,,
Bose J,with_noise_20,log_3_1687181920,200.0,2.0,[1154],"[1041, 1298]",0.6666666666666666,113.0,00:03:13,193.12055824138224,0.085150157954754,,,,,,,,,
Bose WC,with_noise_20,log_3_1687181920,200.0,2.0,[1154],"[1041, 1298]",0.6666666666666666,113.0,00:02:33,153.59648310020566,0.0677233170635827,,,,,,,,,
